Entry,label_encoded
A6NJT0,3
Q8NI17,1
P00395,4
Q9UPW6,3
P48764,4
Q8NDX2,4
P30305,0
P40616,0
Q8NGL9,1
Q8N823,3
Q92560,0
Q9BX68,0
P46089,1
Q9UDW1,4
P0C7P3,0
Q6KCM7,4
P56696,4
P04180,0
Q5JZY3,1
Q6P093,0
O43896,0
Q5T5D7,3
Q86YE8,3
Q9NZW4,2
Q13950,3
P47898,1
Q8MH63,4
O95551,0
Q9UBX0,3
P56202,0
Q5VTD9,3
Q99732,3
Q5SR56,4
Q9NVS2,2
Q5VXU9,0
Q9H2J7,4
P51512,0
P36222,2
Q8TD22,4
Q6QHK4,3
P56730,0
Q8NGF1,1
O14610,0
O95006,1
P20231,0
Q99661,0
Q8N2M4,0
Q5VU97,4
Q96LI5,0
Q8N1G1,0
Q13761,3
P45974,0
Q8N196,3
Q8NGX1,1
P78346,0
P28069,3
Q9Y5J7,4
P20592,0
B9EJG8,4
O95076,3
P17036,3
O60403,1
Q5XLA6,0
Q8N4T0,0
P61160,2
Q16572,4
P18850,3
Q96RD1,1
Q9UHX3,1
A6NDL8,1
Q86UN3,1
Q96DG6,0
P08100,1
Q6ZVN8,1
P04899,0
Q9C0A1,3
P47883,1
Q14344,0
P26367,3
Q86TS9,2
A6NFC9,1
P41225,3
Q9GZX5,3
Q96K78,1
P63132,0
O00462,0
Q6UXS9,0
Q9H930,3
P68402,0
O75365,0
Q8IYM1,0
Q5HY92,0
Q7LC44,2
Q6ZVD8,0
Q9P296,1
P12111,2
O15259,2
Q8N423,1
Q8NGI1,1
Q9NRY6,4
Q9GZZ7,1
Q02539,2
Q05066,3
P07942,2
A0A0U1RQI7,3
Q5H913,0
Q9BU19,3
P47893,1
Q8TE99,0
O95125,3
P0C7T2,1
Q5H9U9,0
Q8NEM8,0
Q6ZUV0,0
P03950,0
P0DPD6,0
Q8N370,4
P17568,4
Q6ZR52,3
P46663,1
O95980,1
Q3KNS6,3
Q6T423,4
O60779,4
O43868,4
Q96SF7,3
Q68CZ2,0
O75388,1
O76000,1
Q99497,0
Q8NGI8,1
P17010,3
Q8N5J4,3
Q96RY5,3
Q9ULM2,3
P51148,0
Q70CQ4,0
O94810,0
Q9H1P3,4
Q15761,1
Q9H082,0
Q9ULV1,1
O00400,4
P15309,0
P04632,0
Q9Y4D2,0
P48551,1
Q96RD0,1
Q5SRI9,0
P10696,0
Q13698,4
P59535,1
P63173,2
Q14623,0
Q9Y303,0
Q9HC84,2
P22413,0
Q15040,0
P14652,3
P19404,4
Q9Y295,0
Q02846,1
Q9H808,2
Q99594,3
Q86Y25,3
Q495M3,4
Q6ZNG2,3
O75783,0
Q8NGX0,1
Q14533,2
Q8N2Q7,1
Q8N4V2,4
Q96AV8,3
P63127,0
P20023,1
Q9P0G3,0
A0A0X1KG70,1
P62249,2
Q8WUD1,0
Q8WV37,3
Q8IYT4,0
Q70Z53,0
P48165,4
Q9UIV1,0
P11171,2
P06729,1
Q9UMW8,0
O95678,2
Q9UGI0,0
Q8NBP5,4
A6NJW9,1
Q8NGM9,1
Q02161,4
Q14194,0
P10244,3
P63119,0
Q9NVP1,0
Q9NR71,0
Q5T653,2
A0A2Z4LIS9,3
Q8TDX5,0
Q14993,2
Q8N6M3,0
Q6IEY1,1
Q9NYZ2,4
A6NNY8,0
Q92670,3
P09016,3
P43115,1
P16070,1
P35499,4
Q86SM8,1
Q8N474,0
Q86UZ6,3
O00110,3
Q8WWG9,4
O15056,0
Q86UG4,4
Q92496,4
Q96HU8,0
O95977,1
Q6ZNG0,3
P83881,2
P34998,1
P22090,2
Q9BUM1,0
Q16828,0
Q8NCK3,3
Q9HCG7,0
P52742,3
Q86TM3,0
Q9Y3Q4,4
O76015,2
P55851,4
Q96LA6,1
P35916,1
Q8N9L9,0
Q9BXT6,0
Q13952,3
Q9Y5T5,0
Q9UC06,3
Q5HYI8,0
P12524,3
Q9NZD1,1
Q3LIE5,0
Q8TD43,4
Q13563,4
P18146,3
O95397,4
P22392,3
Q8IY37,0
Q16254,3
Q8NGI6,1
Q9UHL4,0
P40939,0
Q53GD3,4
P13646,2
Q8NG99,1
Q8TDT2,1
P43220,1
O14581,1
P62910,2
O00115,0
Q8TAC2,0
Q99467,1
Q5R3F8,1
Q9NPG1,1
Q6DHV7,0
Q9NRW4,0
Q9NQ03,3
Q14766,1
Q96KN8,0
Q6ZNH5,3
Q76EJ3,4
P16260,4
Q8N7M2,3
P40426,3
Q01974,1
A1A5B4,4
Q96AM1,1
Q99607,3
Q8WV93,0
P20718,0
Q86YH2,3
P21802,1
Q7Z601,1
Q96MM3,3
Q8IUS5,0
Q6PF04,3
Q7Z478,0
P53672,2
P06280,0
Q12968,3
Q96RU2,0
O00189,4
Q5TZA2,2
Q16581,1
P31391,1
P20340,0
A0A3B3IU63,2
Q9NQ90,4
Q86W11,3
Q8NH56,1
P15173,3
Q12955,2
P12273,0
P07451,0
Q13258,1
Q96FV2,0
P10242,3
P09936,0
P78559,2
Q03113,0
O14948,3
P29317,1
Q16832,1
Q8IVL8,0
P52737,3
Q16795,4
P42702,1
Q6UWR7,0
P58872,0
Q15526,4
Q9NRA0,1
Q9BWM7,4
Q5TGU0,4
Q8NGS0,1
P03986,1
O14842,1
Q86VE9,4
Q9NR99,2
Q13496,0
P02461,2
Q8NGK4,1
Q9BUB4,0
P04062,0
P50990,0
Q9NX65,3
Q5VV52,3
O43869,1
A6NLW8,3
Q8NGC2,1
Q6P179,0
P08133,4
Q8NGJ5,1
Q96QS3,3
Q6VMQ6,0
Q9BQ50,0
Q9UK17,4
P43378,0
Q16559,3
Q8N6C8,1
Q9NRM6,1
Q14549,3
Q9NP71,3
Q8NDP4,3
Q9BRT8,0
P49238,1
Q9HAT2,0
Q8TB69,3
Q13614,0
Q8N349,1
Q8NG77,1
P28562,0
Q9Y6Q3,3
Q8N144,4
P24043,2
O43497,4
Q5EBM4,3
Q5T1S8,2
Q8IX15,3
P56177,3
Q9NPA2,0
F5H094,4
Q86YT5,4
Q7Z2W9,2
Q96FE5,1
A6NHG9,1
Q7Z6A9,1
P47872,1
Q5EB52,0
Q14324,2
P12314,1
Q06413,3
P14316,3
O14843,1
Q6P587,0
Q6T4P5,0
P61565,2
P14625,0
Q13562,3
P08134,0
Q7Z6M3,1
P41440,4
P54098,0
O60437,2
Q8N6T7,0
P42694,0
Q07092,2
P16871,1
O60825,0
Q86SG7,0
Q9NS37,3
Q9NXK6,1
Q8NDW4,3
Q8N162,1
Q16665,3
Q9UJ96,4
Q8NHB1,1
Q7L3S4,3
Q9NRY7,4
P63129,0
Q9Y694,4
Q9NZR4,3
P15407,3
Q96JT2,4
Q6PIV2,3
P61567,2
P39880,3
Q6ZMR5,0
Q9Y3B1,4
Q8N8Q1,4
Q9NQZ5,4
P52951,3
O71037,2
Q15181,0
O43280,0
P62244,2
Q92504,4
Q15475,3
Q92764,2
O15060,3
P23276,0
Q15109,1
Q9NZK5,0
Q16540,2
Q99504,0
O43364,3
Q9NYW6,1
Q9NQV6,3
P02545,2
Q9H2P0,3
P48304,1
Q6UW15,1
Q9Y267,4
Q96FE7,0
A4D2B8,0
Q8NGH5,1
Q8NGP8,1
P00709,0
Q99680,1
Q9UI32,0
A6NHT5,3
Q14524,4
Q8TE60,0
Q9HCN4,0
Q5VWZ2,0
Q99638,0
A0A1W2PRP0,3
Q8NFW5,3
O00358,3
P58401,1
P43629,1
P21145,2
P36382,4
Q03936,3
O75636,1
P31275,3
P00740,0
O95069,4
O95007,1
Q8NET8,4
Q8NGS4,1
Q5T442,4
Q9ULX3,0
Q8N7Q3,3
C9JN71,3
Q96GM8,0
Q9UKD1,3
Q9P0M6,2
Q9H0C2,4
Q96HD9,0
Q5HY98,3
Q6PCB7,4
Q6MZZ7,0
Q16555,0
Q9NVH0,0
Q9C035,1
O43603,1
P51531,0
P09960,0
Q16778,2
P15822,3
B2RN74,1
A6NMZ5,1
Q9UBY0,4
Q7Z5H4,1
P15586,0
O15354,1
P13682,3
Q8N7G0,3
Q8TDD2,3
A8MTJ6,3
Q6DJT9,3
Q9BZJ7,1
Q8TD20,4
Q92911,4
P0C604,1
O14628,3
P62263,2
Q8WXH6,0
P01589,1
P57103,4
Q8NGA1,1
Q9H5I5,4
Q8WZ55,4
P15923,3
Q9BZD6,0
Q9H497,0
P42766,2
P02679,2
Q9H963,3
Q8N2C7,4
Q05209,0
Q8WXS4,4
P62273,2
P52630,3
Q9Y276,0
Q9Y6H3,0
Q9Y345,4
P49802,0
Q5TGY3,3
Q969L2,2
Q9GZN2,3
P98066,0
Q9HD36,4
P63145,2
Q9Y625,1
P25100,1
Q01826,3
Q92843,4
Q10713,0
O15226,3
Q86T03,0
O95140,0
Q9UL62,4
Q6RFH8,3
Q9BZP6,0
Q12972,0
P12525,3
P17020,3
Q9UK80,0
O43566,0
A4D1S5,0
O15244,4
Q9UK33,3
Q9H4Q4,3
Q92542,0
Q8NGR8,1
P08311,0
Q2M5E4,0
Q9H3U5,4
Q13084,2
O95365,3
O94811,0
P49747,2
Q9NZ08,0
Q4J6C6,0
Q8TAW3,3
P50914,2
Q13029,3
Q96NJ6,3
Q9UPG8,3
Q9NQL9,3
O14646,0
Q3SXY8,0
O75398,3
Q13332,0
I3L3L1,0
P05090,4
Q6DKI7,1
Q96RE9,3
Q96NU7,0
P28360,3
Q16864,4
P58173,1
Q9Y4B4,0
P02458,2
Q96R30,1
P53007,4
A6NCS4,3
Q9Y6W3,0
P16870,0
Q8NH64,1
P13051,0
Q9NQE7,0
P14649,2
Q7RTS6,4
Q8NH63,1
P49902,0
Q9UKQ2,0
Q9NYS0,0
A6NF01,2
P85037,3
Q8NH07,1
Q8WZ79,0
Q8IWY8,3
O60353,1
Q8NGP6,1
P22891,0
P13533,0
O76027,1
Q8N141,3
Q5SRE5,2
Q99595,4
A0A1W2PPM1,3
Q9HDB5,1
Q86T26,0
P61073,1
P29323,1
P09131,4
Q8NGN0,1
Q9BYD3,2
Q6L8Q7,0
Q9H2U9,0
Q9BPU6,0
Q15111,0
Q9Y2P4,4
P11169,4
A8MTJ3,0
Q00325,4
Q14562,0
P98088,2
P35212,4
Q13342,3
Q15735,0
Q8IVJ1,4
Q9Y3Q0,0
Q8NGI2,1
A0A1B0GTW7,0
P30953,1
P51168,4
P35712,3
Q99835,1
Q8IVB4,4
P48039,1
Q9H2U1,0
Q96PP8,0
Q15743,1
Q96KM6,3
Q14526,3
Q13231,0
Q86Y79,0
Q9Y585,1
Q9BV23,0
Q969T7,0
Q9BY07,4
Q9BYU1,3
Q8IZC7,3
P32519,3
P49961,0
Q9UDV7,3
O43246,4
P55040,0
Q9GZR7,0
Q8NB15,3
Q8NGI3,1
Q9UNW1,0
Q7Z403,4
Q969P0,1
O14896,3
Q14031,2
O43524,3
O43464,0
Q7Z7H8,2
Q9H9J4,0
Q5TEC6,2
A1A5C7,4
Q5VTE6,0
Q9HCL3,3
Q92730,0
Q8IX06,0
Q9H816,0
Q9H8G1,3
P30550,1
P20936,0
Q8NF86,0
Q9UQ49,0
P61026,0
Q9NQ39,2
Q8NH95,1
Q96PQ0,1
P19622,3
O60443,4
O75319,0
P57772,0
Q9Y6N6,2
Q14330,1
Q00978,3
Q9HCC8,0
Q6Q8B3,1
Q9UII6,0
Q9Y5U8,4
P47881,1
Q96LI6,3
Q16787,2
Q9UPY3,0
Q9NY72,4
Q86VE0,3
Q93009,0
Q16651,0
Q9UPI3,4
Q13255,1
P35968,1
Q8NGL6,1
Q8N427,0
Q8NGH3,1
Q8IXI1,0
Q8N859,3
Q96LD8,0
Q15782,0
Q8NGZ9,1
P07919,4
Q9H3N8,1
Q8NGR4,1
Q14439,1
P51532,0
Q8IV48,0
Q9BUG6,3
Q2L4Q9,0
O00305,4
O75334,2
P00739,0
P24278,3
Q99877,2
Q9HC07,4
Q9NZC2,1
Q15286,0
O00487,0
P78562,0
Q8WUU4,3
Q9Y5P0,1
O75360,3
O60840,4
P51170,4
A0A1W2PQC6,0
Q8NCC5,4
Q9UKN5,3
P15863,3
P30876,0
Q96IS3,3
O94805,2
Q9HD90,3
P32248,1
Q9NQF3,0
P35556,2
Q9Y4W2,0
P17542,3
Q12864,4
A6NNA5,3
P51149,0
Q9Y6Y9,1
P22792,1
Q9HCU4,1
O95685,0
Q9BS34,3
Q8NCK7,4
Q9GZR5,1
P05976,2
O75078,0
Q14525,2
Q9NQ87,3
P16157,2
Q8NGJ9,1
P17028,3
Q96FI4,0
Q6IV72,3
P35908,2
Q8WYN0,0
Q96K75,3
P25445,1
O14595,0
Q9NRH3,2
Q504Y0,4
P54277,0
P18621,2
P0CJ78,3
Q9H1N7,4
Q8NGQ5,1
O15427,4
Q13555,0
P63130,2
O75608,0
P05783,2
Q6NXT4,4
Q15622,1
Q9ULY5,1
P07738,0
P07197,2
Q0ZGT2,2
Q15760,1
Q8NCS7,4
Q9NX20,2
Q9NY46,4
Q8N0Y3,1
Q9H078,0
O60281,3
Q2M2I5,2
Q96SZ4,3
Q9BT81,3
O15218,1
Q8IU99,4
Q96I13,0
P54296,2
Q02086,3
Q12913,0
O43820,0
P11362,1
Q14943,1
P03901,4
P63120,0
Q9NUL7,0
Q8N1W2,3
Q9BT17,0
P49588,0
Q4U2R6,2
Q6ICB0,0
Q96RB7,1
Q5QNW6,2
Q8TCC3,2
Q5TF39,4
O43365,3
A6NH11,4
Q9Y4E5,3
Q9Y666,4
P11047,2
Q3ZCT1,3
Q96GS6,0
O95202,4
Q8N436,0
Q13467,1
Q7Z6V5,0
Q15147,0
Q15388,4
Q9NQ69,3
Q8NGC8,1
P52848,0
Q9HAR2,1
Q9H3D4,3
P07311,0
Q13886,3
P78371,0
Q9H5Z1,0
Q14573,4
Q96MB7,0
P51784,0
P47902,3
Q14213,1
Q02543,2
P11117,0
Q16602,1
Q9H813,4
O76002,1
Q9P246,4
P30273,1
Q5TA50,4
P25686,4
Q14626,1
P24844,2
Q494X3,3
Q96R67,1
Q58FF6,0
P0DPK2,2
Q92968,4
P49207,2
O95847,4
Q8WUI4,0
Q9NSA2,4
Q9BXA9,3
Q8N6Y2,1
P40189,1
Q14863,3
Q9Y6R6,3
P17544,3
P14384,0
Q9NPJ3,0
P61020,0
P22760,0
Q12769,2
Q8NGY6,1
Q8NFU0,4
Q8NH89,1
O14669,0
Q8N697,4
Q8WYK2,3
P52747,3
P21728,1
P26998,2
Q9HBE1,3
Q02643,1
Q9BZ72,4
Q6ZWK6,0
P46782,2
O95180,4
Q9H8H2,0
P08218,0
Q6P4Q7,4
Q8NGV7,1
P01111,0
Q9UNK9,0
P48751,4
Q9H7X7,0
Q86SP6,1
P54132,0
Q8NCI6,0
Q14003,4
Q99811,3
P08047,3
Q99583,3
Q6J4K2,4
Q9H1Y3,1
O95870,0
Q8WZ82,0
Q13349,1
Q9NW15,4
Q06546,3
Q6V1X1,0
Q8NA29,4
Q24JQ0,4
Q8NH60,1
O14836,1
Q7L945,3
Q9Y3D8,0
Q92737,0
Q2UY09,2
Q15166,0
Q6UWQ5,0
A0A075B734,4
O94850,3
Q8NGI4,1
Q08629,2
Q13370,0
P01833,1
Q8NH00,1
P0DMV8,0
Q6PJQ5,3
O95452,4
O14771,3
P52743,3
O43315,4
P61313,2
Q9H0T7,0
Q3YEC7,0
O15403,4
Q96NZ1,3
Q70HW3,4
Q6U841,4
P20264,3
P17948,1
Q9NY47,4
P20823,3
Q96JW4,4
P54922,0
Q8NG95,1
Q9ULD8,4
Q7Z333,0
P14735,0
O95484,2
Q8NGL3,1
Q9UM73,1
Q9UIG8,4
Q86V88,0
O75487,1
Q6ZNW5,0
P09001,2
O95861,0
Q9Y2R2,0
Q6P1M0,4
P49639,3
P82912,2
Q96RT1,2
Q86YW0,0
Q96PT4,3
Q8IW36,3
O96009,0
Q49AA0,3
P30988,1
Q00722,0
P62269,2
P61296,3
Q9Y4A9,1
P20265,3
P17483,3
Q9BZW2,4
P35346,1
P11277,2
Q7RTY9,0
Q9NQA5,4
Q13469,3
Q8IZF6,1
Q9Y4P1,0
P28074,0
Q12866,1
O60412,1
Q96JL9,3
P82650,2
Q8IUE6,2
Q8IZC6,2
Q13304,1
Q05707,2
O15273,2
P16885,0
Q07507,2
P49682,1
Q9H3S7,0
Q5SQQ9,3
P16435,0
Q9UG63,0
Q92930,0
O75808,0
Q86WA9,4
P29033,4
Q16526,1
Q13118,3
Q8NGN5,1
Q7Z7K2,3
P53673,2
P78540,0
O00167,0
P53539,3
Q8NFW1,2
P20719,3
Q9NYV9,1
P84077,0
Q9NSD5,4
Q9NYW5,1
Q7Z6R9,3
P08236,0
P22415,3
P60510,0
Q969S2,0
Q9H1U9,4
Q9UP65,0
C9JVI0,0
Q9NPB8,0
Q8TF46,0
O14867,3
Q9UKP4,0
Q9NR31,0
Q9UH17,0
Q86UE3,3
P61244,3
P26232,2
P0CG23,3
O75438,4
Q9UKY1,3
P35348,1
Q12901,3
A1L453,0
Q6ZN06,3
Q86Y46,2
Q06495,4
P62873,0
P03897,4
Q96LU7,3
Q9UKS7,3
Q8NGC4,1
Q14249,0
O95147,0
Q9BSK0,2
Q6ZS27,3
Q8NH48,1
Q68DQ2,2
Q8NG85,1
Q9GZK6,1
P19835,0
A6NCM1,0
Q14938,3
Q9HD42,0
Q6PK57,0
Q6ZVK8,0
Q12809,4
Q96R45,1
P42858,0
P25940,2
P41181,4
P58180,1
O95238,3
P62879,0
Q9ULJ3,3
Q96K37,4
Q8NH55,1
Q10586,3
P15924,2
A6NGU5,0
Q8WY36,3
Q96E17,0
Q96P31,1
Q15768,1
Q8TAU0,3
P29972,4
P12755,3
A6NIE9,0
O15350,3
Q9BTV4,4
P40306,0
Q9Y6X5,0
Q9UIW0,3
Q14147,0
Q9Y2R9,2
A6NP11,3
Q9BQ61,0
Q5T619,3
Q9ULL4,1
Q8N413,4
Q9H2D1,4
O60658,0
Q3SY52,3
Q58FG0,0
Q9H773,0
O95235,0
Q99766,4
Q8N130,4
P28715,0
Q8NGG2,1
A8MYZ0,0
Q9BVA6,0
Q06889,3
P07315,2
P35612,2
Q06730,3
Q96D53,0
Q96PR1,4
P21291,2
A8MUV8,3
O75882,1
Q3SY17,4
Q4G112,3
Q9P0T4,3
P63136,0
Q5JUK3,4
P52758,0
P16499,0
O00154,0
Q9NYA4,0
O95833,4
Q92886,3
Q8WUJ3,0
P49789,0
O95944,1
Q9UJL9,3
Q8WY07,4
P51790,4
A0A0K2S4Q6,1
O43895,0
Q8NCV1,0
Q7RTY7,0
Q8NDH3,0
O75884,0
P0C7V7,0
Q8N819,0
Q9NQN1,1
Q15561,3
Q99538,0
P55916,4
P35900,2
Q8NH72,1
O95278,0
Q02575,3
P49758,0
Q9BZW8,1
Q6NSJ0,0
Q9NPB1,0
Q01543,3
P13645,2
O60765,3
Q9H6R0,0
Q9NRQ2,4
P09067,3
Q17RS7,0
O43829,3
Q9HA72,4
Q9H339,1
Q5QGZ9,1
Q8IY34,4
P49279,4
Q15940,3
Q9UQ26,2
Q9HCM2,1
O75317,0
Q8NHQ9,0
P28331,4
Q8TC27,0
O75161,2
Q7Z769,4
Q92481,3
P49810,0
Q13425,2
P04637,3
Q9BRP0,3
Q8IW92,0
P15313,4
Q96R09,1
Q6A162,2
P00414,4
A2PYH4,0
P05362,1
Q9UHD8,0
Q8N8Y5,3
P51157,0
Q86US8,0
Q2Y0W8,4
P05107,1
O14791,4
Q5TEC3,3
A8MX34,2
P32238,1
P26006,1
P36776,0
Q9NS75,1
Q96DB2,0
P17844,0
Q00056,3
Q99895,0
Q9NNX1,2
Q68DY9,3
O15432,4
Q8NGD1,1
A8MUK1,0
P15259,0
Q9HCK0,3
P35716,3
Q969V1,1
Q6P1N0,3
P36406,0
A6NF34,1
Q04671,4
Q8WXF5,2
Q9BQY4,3
Q8TDN1,4
Q6UWB1,1
Q08AG5,3
Q13795,0
P09493,2
Q13884,2
Q8IXU6,4
Q7L2E3,0
Q14568,0
P41250,0
P13686,0
Q68DD2,0
Q9GZU5,1
Q00577,3
Q9H329,2
P49755,4
Q96PE6,3
O95800,1
P78337,3
Q99712,4
Q9NRU3,4
Q8N8L6,0
O00144,1
O14978,3
O75290,3
Q7L211,0
Q9Y5P4,4
Q6NXR0,0
O95298,4
P48960,1
O95182,4
Q8NGG8,1
P55085,1
Q9BZF2,4
O60235,0
Q53GI3,3
Q8IUE1,3
Q8N1M1,4
A6NIM6,4
A0A1W2PQ73,3
P84095,0
P17405,0
Q86T24,3
A6NM45,2
Q9P0J1,0
Q96KX0,0
P62851,2
Q32MQ0,3
Q96LX8,3
Q9Y5P1,1
Q05215,3
Q8N680,3
O00451,1
Q9GZK3,1
Q12908,4
Q9BZV2,4
Q7L0X0,1
Q7Z3H4,3
P62753,2
P24530,1
Q92928,0
Q16719,0
P78545,3
P26045,0
Q7L1I2,4
P31327,0
Q9NZ20,0
Q8NH85,1
P35268,2
Q8NGR5,1
Q8NGK3,1
Q8IZJ1,1
Q13444,0
Q9ULE6,0
Q9H208,1
Q6ZNC4,3
Q9NR96,1
Q13203,2
O00712,3
O95201,3
Q8WY21,1
P40818,0
Q9H9B4,4
Q92618,3
Q6NVH7,0
Q14590,3
P15382,4
Q02548,3
Q14703,0
Q15612,1
Q3ZCQ8,0
P49019,1
A6ND01,1
Q08ER8,3
Q9NUN5,4
O75373,3
Q8TDI8,4
P62714,0
Q7KZF4,0
O95343,3
Q9BW11,3
P08913,1
P26196,0
P08173,1
Q9P0U1,4
Q5MCW4,3
Q96N28,4
Q8WTV0,1
Q9BY50,0
P04201,1
P78385,2
P51508,3
Q9Y6M9,4
Q8TE77,0
P42701,1
Q6V9R5,3
P15848,0
P35680,3
A8MZ59,3
P15085,0
Q9UBR4,3
Q8WYA1,3
O00411,0
O15144,2
P17980,0
P62701,2
Q8IZ26,3
O15178,3
Q17RR3,0
P13688,4
Q9BSA9,4
Q14149,0
Q03112,3
Q8NGG6,1
Q9UJU2,3
Q969W8,3
P55039,0
Q9BXU7,0
O00339,2
Q14566,0
Q00975,4
P38570,1
Q96LA5,1
P02652,4
Q6N075,4
P24158,0
Q7Z442,4
P0C0E4,0
Q12923,0
P15502,2
P04629,1
Q08209,0
Q9Y223,0
Q8NGP9,1
P0C617,1
Q9HCR9,0
Q01726,1
Q96QE2,4
Q3LI81,2
Q6ZRS2,0
Q8IUH8,0
Q16548,4
P0CW18,0
O60479,3
P15153,0
Q9NYD6,3
O75380,4
Q14209,3
P22607,1
Q9NZD2,4
O14874,0
Q13639,1
P08727,2
E9PGG2,3
Q99592,3
Q4V339,0
Q8TDU9,1
Q8TD46,1
P30939,1
O95498,0
Q4U2R8,4
Q9UDV6,3
Q92876,0
P35452,3
Q5VUY0,0
O75935,2
O14734,0
Q9H596,0
Q6UXG3,1
Q96QA5,4
O00370,0
Q8N3J5,0
Q96BN8,0
P48740,0
P00750,0
O43665,0
Q9NYA1,1
Q8N983,2
O94955,0
Q14571,4
Q8NGD5,1
Q8IZP9,1
Q6UXN2,1
P02788,0
O75462,1
Q9NSU2,0
P0C7I0,0
O60306,0
P78508,4
Q9Y277,4
Q9H0W9,0
P0CI00,3
Q16875,0
O60481,3
P06681,0
Q2NL82,0
P47804,1
Q07817,4
P10070,3
Q6ZMB5,4
A2VEC9,2
P60893,1
P08729,2
P41970,3
P10071,3
Q53GS9,0
Q8NG08,0
Q2TAA2,0
P18669,0
Q14872,3
Q8TF27,0
Q6NTF7,0
Q9UK39,0
Q58FG1,0
Q685J3,2
Q9BX82,3
O95445,4
Q8TEY5,3
Q96BV0,3
Q9UEY8,2
Q96G79,4
O95416,3
P05813,2
P63000,0
P06239,0
Q9H461,1
O95677,0
Q9C009,3
Q8NGF6,1
P62899,2
Q8WXI4,0
P08709,0
P32418,4
P35790,0
Q9UHM6,1
P57764,4
Q8TAK6,3
A6NKX4,4
P31269,3
O14656,0
P05538,1
O75077,0
O95243,0
Q9H628,0
Q9H0S4,0
P15036,3
Q02153,1
P31267,3
Q9Y5S1,4
Q13838,0
Q9UJW2,0
Q32M45,4
P25205,0
P22459,4
P55011,4
P17096,2
C9JLJ4,0
Q92841,0
Q9UJN7,3
P04004,2
P62847,2
Q8NGS2,1
Q9BYR7,2
Q8NHC8,1
P83731,2
P51815,3
O15146,1
O60755,1
P98177,3
P11161,3
Q8IU57,1
Q9UJ90,4
Q7L7L0,2
P41247,0
P34981,1
Q93096,0
Q8TCS8,0
Q14527,0
Q8NE86,4
Q9UQK1,0
Q8N895,3
Q9NSJ1,3
P83105,0
Q86V71,3
P46926,0
A0A1W2PQD8,0
P36404,0
Q9NXT0,3
Q03924,3
A2A3K4,0
Q9C0D4,3
Q9NY99,2
Q96NL3,3
Q9BQG2,0
Q70EK8,0
Q96RJ6,3
P24666,0
P03999,1
P0C7U1,0
Q9BQW3,3
Q8NGR6,1
Q50LG9,1
P35713,3
Q86UN2,1
Q9UNX9,4
Q14973,4
Q8N608,0
P15428,1
P0DPD5,3
Q8WWR8,0
P62820,0
Q8NGN4,1
Q9NQS5,1
Q9UBN6,1
P0C623,1
O95528,4
Q96TA2,0
Q16656,3
Q8IV08,0
Q7Z2Z2,0
Q9UPN3,2
Q9GZN4,0
Q16348,4
Q8NH49,1
Q8TAD4,4
Q9UBK7,0
Q92769,0
P22695,0
Q9NSB4,2
Q99697,3
O60882,0
P33992,0
O60911,0
Q9Y291,2
Q9UBC0,3
Q9Y3D9,2
Q9Y6M5,4
P49638,4
Q8IU68,4
Q8NFJ8,3
Q8NFU1,4
O43488,0
P07477,0
Q9Y6M0,0
Q92963,0
Q9UNW8,1
O95665,1
Q2TB18,0
Q86Y34,1
Q96LB1,1
Q7RTV3,3
Q9GZN6,4
P55064,4
Q2TAC6,0
Q5VZP5,0
Q9H6S0,0
O43525,4
Q9Y2N7,3
Q8TAE8,2
Q8IXM3,2
P27487,0
P63267,0
Q96LU5,0
Q5VSG8,0
Q6IQ20,0
Q6PII5,0
P52569,4
P0DPK5,2
Q9GZZ0,3
Q9NQ35,0
P46095,1
Q9ULC3,0
O15091,0
Q8NGT0,1
O14520,4
P23109,0
Q8NEB5,0
Q4KWH8,0
Q9HDD0,0
Q9BYW1,4
Q8NGJ1,1
P08034,4
Q96T25,3
A0PJK1,4
Q8NGL7,1
Q9H4T2,3
O75460,0
Q96Q91,4
P15151,1
Q13835,2
O14657,0
Q6ZSB9,3
O43688,0
Q9UL52,0
Q8NGH8,1
Q99797,0
P35251,0
O00574,1
Q96C10,0
Q6AHZ1,3
Q8TE58,0
Q8N1L9,3
P58400,1
Q07687,3
P51810,1
P52815,2
P17538,0
Q8NH74,1
Q9NZC3,0
P78424,3
P0DQD5,1
Q15744,3
P08240,0
P26715,1
P49910,3
P0C0S8,2
Q8NGJ2,1
Q8WUM0,2
P62891,2
Q9H2A3,3
Q17R60,2
P02647,4
Q14802,4
P07711,0
A8MTQ0,3
Q9BW91,0
Q96R48,1
Q9Y6L6,4
Q9NPB9,1
Q8TE59,0
Q96SD1,0
Q9UBP5,3
Q9NYG8,4
Q9Y2L8,3
Q8TD17,3
P51684,1
Q9BTX1,2
Q147U1,3
Q9NXA8,0
Q96NG8,3
A2RRD8,3
Q5BJF6,2
Q8NGF0,1
P17861,3
Q86VH4,1
P41595,1
Q14693,0
O75916,0
P23945,1
Q13635,1
Q5JQS5,1
O15209,3
Q9NS67,1
P53420,2
Q9NX46,0
O14939,0
O95848,0
Q7L0Q8,0
Q9NY43,3
P51674,4
Q9Y6B6,0
A6NK53,3
Q07820,4
Q99567,2
P24539,4
P61204,0
Q7Z429,4
P54802,0
P49281,4
O43749,1
Q96HQ0,3
Q99880,2
Q8IZS8,4
P62917,2
P02751,2
Q4JDL3,0
Q9NWS9,3
P21283,4
